Exp,Year,Plot,Treatment,Date,Species,Percent Cover
E244,2008,46,SoilDrenchFungicide,20-Oct-08, Achillea millefolium(lanulosa)  ,1
E244,2008,46,SoilDrenchFungicide,20-Oct-08, Andropogon gerardi              ,16
E244,2008,46,SoilDrenchFungicide,20-Oct-08, Bare ground                     ,30
E244,2008,46,SoilDrenchFungicide,20-Oct-08, Bouteloua curtipendula          ,2
E244,2008,46,SoilDrenchFungicide,20-Oct-08, Bouteloua gracilis              ,18
E244,2008,46,SoilDrenchFungicide,20-Oct-08, Lespedeza capitata              ,3
E244,2008,46,SoilDrenchFungicide,20-Oct-08, Panicum virgatum                ,12
E244,2008,46,SoilDrenchFungicide,20-Oct-08, Poa pratensis                   ,18
E244,2008,47,Control,20-Oct-08, Andropogon gerardi              ,5
E244,2008,47,Control,20-Oct-08, Bare ground                     ,30
E244,2008,47,Control,20-Oct-08, Bouteloua curtipendula          ,1
E244,2008,47,Control,20-Oct-08, Lespedeza capitata              ,10
E244,2008,47,Control,20-Oct-08, Panicum virgatum                ,10
E244,2008,47,Control,20-Oct-08, Poa pratensis                   ,40
E244,2008,47,Control,20-Oct-08, Schizachyrium scoparium         ,4
E244,2008,48,Insecticide,20-Oct-08, Andropogon gerardi              ,34
E244,2008,48,Insecticide,20-Oct-08, Bare ground                     ,8
E244,2008,48,Insecticide,20-Oct-08, Lespedeza capitata              ,4
E244,2008,48,Insecticide,20-Oct-08, Lupinus perennis                ,7
E244,2008,48,Insecticide,20-Oct-08, Panicum oligosanthes            ,2
E244,2008,48,Insecticide,20-Oct-08, Panicum virgatum                ,10
E244,2008,48,Insecticide,20-Oct-08, Poa pratensis                   ,25
E244,2008,48,Insecticide,20-Oct-08, Schizachyrium scoparium         ,5
E244,2008,48,Insecticide,20-Oct-08, Sorghastrum nutans              ,5
E244,2008,49,FoliarFungicide,20-Oct-08, Bare ground                     ,30
E244,2008,49,FoliarFungicide,20-Oct-08, Lespedeza capitata              ,5
E244,2008,49,FoliarFungicide,20-Oct-08, Panicum virgatum                ,20
E244,2008,49,FoliarFungicide,20-Oct-08, Poa pratensis                   ,15
E244,2008,49,FoliarFungicide,20-Oct-08, Schizachyrium scoparium         ,8
E244,2008,49,FoliarFungicide,20-Oct-08, Solidago sp.                    ,12
E244,2008,49,FoliarFungicide,20-Oct-08, Sorghastrum nutans              ,10
E244,2008,50,AllPesticides,20-Oct-08, Andropogon gerardi              ,10
E244,2008,50,AllPesticides,20-Oct-08, Bare ground                     ,11
E244,2008,50,AllPesticides,20-Oct-08, Lespedeza capitata              ,10
E244,2008,50,AllPesticides,20-Oct-08, Panicum oligosanthes            ,4
E244,2008,50,AllPesticides,20-Oct-08, Panicum virgatum                ,10
E244,2008,50,AllPesticides,20-Oct-08, Poa pratensis                   ,15
E244,2008,50,AllPesticides,20-Oct-08, Rumex acetosella                ,5
E244,2008,50,AllPesticides,20-Oct-08, Schizachyrium scoparium         ,15
E244,2008,50,AllPesticides,20-Oct-08, Sorghastrum nutans              ,20
E244,2008,51,Control,20-Oct-08, Agropyron repens                ,10
E244,2008,51,Control,20-Oct-08, Agrostis scabra                 ,10
E244,2008,51,Control,20-Oct-08, Amorpha canescens               ,30
E244,2008,51,Control,20-Oct-08, Bare ground                     ,10
E244,2008,51,Control,20-Oct-08, Poa pratensis                   ,30
E244,2008,51,Control,20-Oct-08, Schizachyrium scoparium         ,10
E244,2008,52,SoilDrenchFungicide,20-Oct-08, Achillea millefolium(lanulosa)  ,7
E244,2008,52,SoilDrenchFungicide,20-Oct-08, Agropyron repens                ,8
E244,2008,52,SoilDrenchFungicide,20-Oct-08, Amorpha canescens               ,30
E244,2008,52,SoilDrenchFungicide,20-Oct-08, Bare ground                     ,13
E244,2008,52,SoilDrenchFungicide,20-Oct-08, Linaria vulgaris                ,5
E244,2008,52,SoilDrenchFungicide,20-Oct-08, Poa pratensis                   ,30
E244,2008,52,SoilDrenchFungicide,20-Oct-08, Trifolium sp.                   ,5
E244,2008,52,SoilDrenchFungicide,20-Oct-08, Verbascum thapsus               ,2
E244,2008,53,FoliarFungicide,20-Oct-08, Agropyron repens                ,5
E244,2008,53,FoliarFungicide,20-Oct-08, Amorpha canescens               ,35
E244,2008,53,FoliarFungicide,20-Oct-08, Bare ground                     ,37
E244,2008,53,FoliarFungicide,20-Oct-08, Poa pratensis                   ,15
E244,2008,53,FoliarFungicide,20-Oct-08, Rumex acetosella                ,2
E244,2008,53,FoliarFungicide,20-Oct-08, Silene sp.                      ,2
E244,2008,53,FoliarFungicide,20-Oct-08, Solidago nemoralis              ,4
E244,2008,54,Insecticide,20-Oct-08, Agropyron repens                ,10
E244,2008,54,Insecticide,20-Oct-08, Agrostis scabra                 ,10
E244,2008,54,Insecticide,20-Oct-08, Amorpha canescens               ,20
E244,2008,54,Insecticide,20-Oct-08, Artemisia (caudata) campestris  ,2
E244,2008,54,Insecticide,20-Oct-08, Bare ground                     ,17
E244,2008,54,Insecticide,20-Oct-08, Poa pratensis                   ,25
E244,2008,54,Insecticide,20-Oct-08, Rumex acetosella                ,8
E244,2008,54,Insecticide,20-Oct-08, Trifolium sp.                   ,8
E244,2008,55,AllPesticides,20-Oct-08, Agropyron repens                ,25
E244,2008,55,AllPesticides,20-Oct-08, Agrostis scabra                 ,4
E244,2008,55,AllPesticides,20-Oct-08, Amorpha canescens               ,32
E244,2008,55,AllPesticides,20-Oct-08, Bare ground                     ,18
E244,2008,55,AllPesticides,20-Oct-08, Poa pratensis                   ,5
E244,2008,55,AllPesticides,20-Oct-08, Rumex acetosella                ,7
E244,2008,55,AllPesticides,20-Oct-08, Taraxicum officinalis           ,5
E244,2008,55,AllPesticides,20-Oct-08, Verbascum thapsus               ,4
E244,2008,56,FoliarFungicide,20-Oct-08, Achillea millefolium(lanulosa)  ,1
E244,2008,56,FoliarFungicide,20-Oct-08, Bare ground                     ,45
E244,2008,56,FoliarFungicide,20-Oct-08, Koeleria cristata               ,22
E244,2008,56,FoliarFungicide,20-Oct-08, Lespedeza capitata              ,2
E244,2008,56,FoliarFungicide,20-Oct-08, Liatris aspera                  ,12
E244,2008,56,FoliarFungicide,20-Oct-08, Schizachyrium scoparium         ,18
E244,2008,57,Insecticide,20-Oct-08, Achillea millefolium(lanulosa)  ,2
E244,2008,57,Insecticide,20-Oct-08, Bare ground                     ,49
E244,2008,57,Insecticide,20-Oct-08, Koeleria cristata               ,20
E244,2008,57,Insecticide,20-Oct-08, Liatris aspera                  ,18
E244,2008,57,Insecticide,20-Oct-08, Panicum oligosanthes            ,3
E244,2008,57,Insecticide,20-Oct-08, Panicum virgatum                ,2
E244,2008,57,Insecticide,20-Oct-08, Schizachyrium scoparium         ,6
E244,2008,58,SoilDrenchFungicide,20-Oct-08, Bare ground                     ,48
E244,2008,58,SoilDrenchFungicide,20-Oct-08, Koeleria cristata               ,15
E244,2008,58,SoilDrenchFungicide,20-Oct-08, Liatris aspera                  ,14
E244,2008,58,SoilDrenchFungicide,20-Oct-08, Panicum oligosanthes            ,1
E244,2008,58,SoilDrenchFungicide,20-Oct-08, Schizachyrium scoparium         ,10
E244,2008,58,SoilDrenchFungicide,20-Oct-08, Sorghastrum nutans              ,10
E244,2008,58,SoilDrenchFungicide,20-Oct-08, Taraxicum officinalis           ,2
E244,2008,59,Control,20-Oct-08, Achillea millefolium(lanulosa)  ,3
E244,2008,59,Control,20-Oct-08, Bare ground                     ,43
E244,2008,59,Control,20-Oct-08, Bouteloua gracilis              ,12
E244,2008,59,Control,20-Oct-08, Koeleria cristata               ,10
E244,2008,59,Control,20-Oct-08, Liatris aspera                  ,6
E244,2008,59,Control,20-Oct-08, Physalis virginiana             ,2
E244,2008,59,Control,20-Oct-08, Schizachyrium scoparium         ,15
E244,2008,59,Control,20-Oct-08, Sorghastrum nutans              ,9
E244,2008,60,AllPesticides,20-Oct-08, Achillea millefolium(lanulosa)  ,12
E244,2008,60,AllPesticides,20-Oct-08, Bare ground                     ,27
E244,2008,60,AllPesticides,20-Oct-08, Bouteloua gracilis              ,6
E244,2008,60,AllPesticides,20-Oct-08, Koeleria cristata               ,15
E244,2008,60,AllPesticides,20-Oct-08, Liatris aspera                  ,12
E244,2008,60,AllPesticides,20-Oct-08, Schizachyrium scoparium         ,10
E244,2008,60,AllPesticides,20-Oct-08, Sorghastrum nutans              ,7
E244,2008,60,AllPesticides,20-Oct-08, Taraxicum officinalis           ,4
E244,2008,60,AllPesticides,20-Oct-08, Trifolium sp.                   ,7
E244,2008,61,Insecticide,20-Oct-08, Achillea millefolium(lanulosa)  ,2
E244,2008,61,Insecticide,20-Oct-08, Bare ground                     ,64
E244,2008,61,Insecticide,20-Oct-08, Bouteloua gracilis              ,1
E244,2008,61,Insecticide,20-Oct-08, Erigeron canadensis             ,1
E244,2008,61,Insecticide,20-Oct-08, Liatris aspera                  ,15
E244,2008,61,Insecticide,20-Oct-08, Poa pratensis                   ,1
E244,2008,61,Insecticide,20-Oct-08, Polygonum tenue                 ,4
E244,2008,61,Insecticide,20-Oct-08, Taraxicum officinalis           ,2
E244,2008,61,Insecticide,20-Oct-08, Trifolium sp.                   ,10
E244,2008,62,FoliarFungicide,20-Oct-08, Bare ground                     ,80
E244,2008,62,FoliarFungicide,20-Oct-08, Erigeron canadensis             ,1
E244,2008,62,FoliarFungicide,20-Oct-08, Liatris aspera                  ,15
E244,2008,62,FoliarFungicide,20-Oct-08, Polygonum tenue                 ,2
E244,2008,62,FoliarFungicide,20-Oct-08, Trifolium sp.                   ,2
E244,2008,63,SoilDrenchFungicide,20-Oct-08, Bare ground                     ,74
E244,2008,63,SoilDrenchFungicide,20-Oct-08, Erigeron canadensis             ,1
E244,2008,63,SoilDrenchFungicide,20-Oct-08, Liatris aspera                  ,10
E244,2008,63,SoilDrenchFungicide,20-Oct-08, Polygonum tenue                 ,2
E244,2008,63,SoilDrenchFungicide,20-Oct-08, Solidago nemoralis              ,2
E244,2008,63,SoilDrenchFungicide,20-Oct-08, Taraxicum officinalis           ,1
E244,2008,63,SoilDrenchFungicide,20-Oct-08, Trifolium sp.                   ,10
E244,2008,64,Control,20-Oct-08, Achillea millefolium(lanulosa)  ,4
E244,2008,64,Control,20-Oct-08, Bare ground                     ,59
E244,2008,64,Control,20-Oct-08, Erigeron canadensis             ,1
E244,2008,64,Control,20-Oct-08, Liatris aspera                  ,15
E244,2008,64,Control,20-Oct-08, Lupinus perennis                ,2
E244,2008,64,Control,20-Oct-08, Poa pratensis                   ,5
E244,2008,64,Control,20-Oct-08, Polygonum tenue                 ,2
E244,2008,64,Control,20-Oct-08, Taraxicum officinalis           ,5
E244,2008,64,Control,20-Oct-08, Trifolium sp.                   ,5
E244,2008,64,Control,20-Oct-08, Verbascum thapsus               ,2
E244,2008,65,AllPesticides,20-Oct-08, Agropyron repens                ,1
E244,2008,65,AllPesticides,20-Oct-08, Agrostis scabra                 ,2
E244,2008,65,AllPesticides,20-Oct-08, Bare ground                     ,68
E244,2008,65,AllPesticides,20-Oct-08, Elymus canadensis               ,2
E244,2008,65,AllPesticides,20-Oct-08, Erigeron canadensis             ,1
E244,2008,65,AllPesticides,20-Oct-08, Liatris aspera                  ,10
E244,2008,65,AllPesticides,20-Oct-08, Poa pratensis                   ,1
E244,2008,65,AllPesticides,20-Oct-08, Polygonum tenue                 ,3
E244,2008,65,AllPesticides,20-Oct-08, Rumex acetosella                ,2
E244,2008,65,AllPesticides,20-Oct-08, Schizachyrium scoparium         ,5
E244,2008,65,AllPesticides,20-Oct-08, Taraxicum officinalis           ,3
E244,2008,65,AllPesticides,20-Oct-08, Trifolium sp.                   ,2
E244,2008,66,SoilDrenchFungicide,20-Oct-08, Bare ground                     ,77
E244,2008,66,SoilDrenchFungicide,20-Oct-08, Bouteloua gracilis              ,2
E244,2008,66,SoilDrenchFungicide,20-Oct-08, Cyperus sp.                     ,1
E244,2008,66,SoilDrenchFungicide,20-Oct-08, Liatris aspera                  ,5
E244,2008,66,SoilDrenchFungicide,20-Oct-08, Lupinus perennis                ,4
E244,2008,66,SoilDrenchFungicide,20-Oct-08, Panicum virgatum                ,10
E244,2008,66,SoilDrenchFungicide,20-Oct-08, Schizachyrium scoparium         ,1
E244,2008,67,AllPesticides,20-Oct-08, Bare ground                     ,77
E244,2008,67,AllPesticides,20-Oct-08, Cyperus sp.                     ,1
E244,2008,67,AllPesticides,20-Oct-08, Liatris aspera                  ,6
E244,2008,67,AllPesticides,20-Oct-08, Panicum oligosanthes            ,1
E244,2008,67,AllPesticides,20-Oct-08, Panicum virgatum                ,4
E244,2008,67,AllPesticides,20-Oct-08, Schizachyrium scoparium         ,10
E244,2008,67,AllPesticides,20-Oct-08, Taraxicum officinalis           ,1
E244,2008,68,Insecticide,20-Oct-08, Bare ground                     ,67
E244,2008,68,Insecticide,20-Oct-08, Bouteloua gracilis              ,3
E244,2008,68,Insecticide,20-Oct-08, Liatris aspera                  ,10
E244,2008,68,Insecticide,20-Oct-08, Panicum virgatum                ,12
E244,2008,68,Insecticide,20-Oct-08, Schizachyrium scoparium         ,4
E244,2008,68,Insecticide,20-Oct-08, Solidago nemoralis              ,4
E244,2008,69,Control,20-Oct-08, Bare ground                     ,70
E244,2008,69,Control,20-Oct-08, Liatris aspera                  ,12
E244,2008,69,Control,20-Oct-08, Panicum virgatum                ,14
E244,2008,69,Control,20-Oct-08, Schizachyrium scoparium         ,4
E244,2008,70,FoliarFungicide,20-Oct-08, Bare ground                     ,73
E244,2008,70,FoliarFungicide,20-Oct-08, Bouteloua gracilis              ,2
E244,2008,70,FoliarFungicide,20-Oct-08, Cyperus sp.                     ,1
E244,2008,70,FoliarFungicide,20-Oct-08, Liatris aspera                  ,10
E244,2008,70,FoliarFungicide,20-Oct-08, Panicum virgatum                ,8
E244,2008,70,FoliarFungicide,20-Oct-08, Schizachyrium scoparium         ,2
E244,2008,70,FoliarFungicide,20-Oct-08, Solidago nemoralis              ,4
E244,2008,71,SoilDrenchFungicide,20-Oct-08, Achillea millefolium(lanulosa)  ,6
E244,2008,71,SoilDrenchFungicide,20-Oct-08, Bare ground                     ,5
E244,2008,71,SoilDrenchFungicide,20-Oct-08, Bouteloua gracilis              ,2
E244,2008,71,SoilDrenchFungicide,20-Oct-08, Lespedeza capitata              ,8
E244,2008,71,SoilDrenchFungicide,20-Oct-08, Petalostemum purpureum          ,20
E244,2008,71,SoilDrenchFungicide,20-Oct-08, Poa pratensis                   ,22
E244,2008,71,SoilDrenchFungicide,20-Oct-08, Schizachyrium scoparium         ,14
E244,2008,71,SoilDrenchFungicide,20-Oct-08, Sorghastrum nutans              ,17
E244,2008,71,SoilDrenchFungicide,20-Oct-08, Sporobolus sp.                  ,2
E244,2008,71,SoilDrenchFungicide,20-Oct-08, Taraxicum officinalis           ,4
E244,2008,72,FoliarFungicide,20-Oct-08, Bare ground                     ,11
E244,2008,72,FoliarFungicide,20-Oct-08, Lespedeza capitata              ,4
E244,2008,72,FoliarFungicide,20-Oct-08, Petalostemum purpureum          ,25
E244,2008,72,FoliarFungicide,20-Oct-08, Poa pratensis                   ,25
E244,2008,72,FoliarFungicide,20-Oct-08, Schizachyrium scoparium         ,6
E244,2008,72,FoliarFungicide,20-Oct-08, Sorghastrum nutans              ,20
E244,2008,72,FoliarFungicide,20-Oct-08, Taraxicum officinalis           ,4
E244,2008,72,FoliarFungicide,20-Oct-08, Trifolium sp.                   ,5
E244,2008,73,AllPesticides,20-Oct-08, Agropyron repens                ,7
E244,2008,73,AllPesticides,20-Oct-08, Bare ground                     ,8
E244,2008,73,AllPesticides,20-Oct-08, Bouteloua gracilis              ,4
E244,2008,73,AllPesticides,20-Oct-08, Fungi                           ,4
E244,2008,73,AllPesticides,20-Oct-08, Lespedeza capitata              ,4
E244,2008,73,AllPesticides,20-Oct-08, Miscellaneous litter            ,5
E244,2008,73,AllPesticides,20-Oct-08, Petalostemum purpureum          ,15
E244,2008,73,AllPesticides,20-Oct-08, Poa pratensis                   ,30
E244,2008,73,AllPesticides,20-Oct-08, Schizachyrium scoparium         ,7
E244,2008,73,AllPesticides,20-Oct-08, Sorghastrum nutans              ,10
E244,2008,73,AllPesticides,20-Oct-08, Sporobolus sp.                  ,2
E244,2008,73,AllPesticides,20-Oct-08, Taraxicum officinalis           ,4
E244,2008,74,Insecticide,20-Oct-08, Agropyron repens                ,4
E244,2008,74,Insecticide,20-Oct-08, Bare ground                     ,9
E244,2008,74,Insecticide,20-Oct-08, Bouteloua gracilis              ,8
E244,2008,74,Insecticide,20-Oct-08, Carex sp.                       ,2
E244,2008,74,Insecticide,20-Oct-08, Fungi                           ,3
E244,2008,74,Insecticide,20-Oct-08, Lespedeza capitata              ,5
E244,2008,74,Insecticide,20-Oct-08, Miscellaneous litter            ,4
E244,2008,74,Insecticide,20-Oct-08, Petalostemum purpureum          ,25
E244,2008,74,Insecticide,20-Oct-08, Poa pratensis                   ,30
E244,2008,74,Insecticide,20-Oct-08, Sorghastrum nutans              ,5
E244,2008,74,Insecticide,20-Oct-08, Taraxicum officinalis           ,5
E244,2008,75,Control,20-Oct-08, Bare ground                     ,6
E244,2008,75,Control,20-Oct-08, Bouteloua gracilis              ,15
E244,2008,75,Control,20-Oct-08, Fungi                           ,2
E244,2008,75,Control,20-Oct-08, Lespedeza capitata              ,1
E244,2008,75,Control,20-Oct-08, Miscellaneous litter            ,3
E244,2008,75,Control,20-Oct-08, Petalostemum purpureum          ,15
E244,2008,75,Control,20-Oct-08, Poa pratensis                   ,25
E244,2008,75,Control,20-Oct-08, Schizachyrium scoparium         ,20
